,AGE,GENDER,IS_COBRAND,TIER,YEARS_IN_PROGRAM,IS_AIRACCRUAL,IS_HOTELREDEMPTION,IS_INACTIVE
31393,39,female,0,gold,7,0,0,1
31394,14,unknown,1,gold,11,0,0,1
31395,32,male,1,base,11,0,1,0
31396,60,male,1,base,3,1,0,0
31397,44,female,1,base,11,0,0,1
31398,65,male,0,base,1,0,1,1
31399,62,unknown,0,base,11,0,1,0
31400,28,female,1,gold,8,0,1,0
31401,21,unknown,0,platinum,1,0,1,0
31402,43,unknown,1,platinum,9,0,1,1
31403,56,female,1,silver,1,0,0,1
31404,67,unknown,0,gold,7,1,0,1
31405,60,male,1,silver,3,0,1,1
31406,34,unknown,0,base,5,0,0,0
31407,47,female,0,base,8,0,1,1
31408,23,male,1,silver,9,1,0,0
31409,44,unknown,0,base,2,1,1,0
31410,68,unknown,1,base,8,0,1,1
31411,44,female,1,silver,5,0,1,1
31412,69,male,1,silver,3,1,0,1
31413,17,female,1,base,8,1,0,1
31414,30,female,0,silver,4,1,1,1
31415,57,male,0,silver,2,0,0,1
31416,68,unknown,0,silver,10,1,0,1
31417,47,unknown,0,silver,2,0,0,0
31418,30,female,1,platinum,7,1,1,1
31419,12,male,1,platinum,9,1,0,1
31420,26,unknown,1,silver,7,1,1,1
31421,35,unknown,1,base,10,0,0,0
31422,37,female,0,gold,5,1,1,0
31423,57,female,0,base,1,1,1,1
31424,55,male,1,silver,11,1,0,1
31425,15,female,1,platinum,9,1,0,1
31426,15,unknown,0,gold,8,1,1,1
31427,59,male,0,silver,4,1,1,1
31428,63,female,0,gold,11,1,1,1
31429,17,male,0,base,10,1,0,1
31430,57,male,1,gold,7,0,0,0
31431,41,female,1,silver,1,0,1,0
31432,38,female,0,gold,3,1,1,1
31433,56,male,0,platinum,5,0,0,0
31434,31,female,1,silver,8,1,1,0
31435,29,male,0,platinum,3,1,1,1
31436,46,male,1,base,11,0,1,0
31437,18,unknown,0,platinum,4,0,1,1
31438,41,unknown,1,platinum,2,1,1,0
31439,39,male,1,platinum,9,0,1,0
31440,63,unknown,1,platinum,10,0,0,1
31441,34,female,0,platinum,7,0,0,0
31442,74,female,1,silver,8,1,1,1
31443,45,female,0,platinum,7,0,0,0
31444,61,unknown,1,silver,10,0,1,1
31445,28,female,0,silver,6,1,0,0
31446,15,unknown,1,silver,3,0,1,1
31447,54,male,1,gold,10,1,1,1
31448,16,male,0,silver,5,0,1,1
31449,14,female,0,base,8,0,1,1
31450,17,female,0,base,4,0,1,0
31451,58,male,0,platinum,10,1,1,0
31452,46,male,1,platinum,7,1,0,0
31453,69,male,0,silver,7,1,1,1
31454,52,male,1,silver,2,1,1,1
31455,59,unknown,0,platinum,9,0,1,1
31456,43,female,0,base,6,0,1,1
31457,27,unknown,1,silver,9,0,1,0
31458,16,female,0,platinum,8,1,0,0
31459,49,female,1,base,3,1,0,1
31460,32,female,1,gold,6,1,0,0
31461,47,female,1,gold,3,0,1,1
31462,45,unknown,1,platinum,2,0,0,1
31463,42,female,0,gold,11,0,0,0
31464,64,unknown,0,gold,1,1,0,0
31465,58,unknown,0,gold,2,1,1,1
31466,38,unknown,1,silver,5,1,0,1
31467,19,female,0,base,9,1,1,0
31468,48,unknown,0,base,7,0,0,0
31469,36,male,1,base,7,1,0,0
31470,54,female,0,platinum,5,1,0,1
31471,37,female,0,silver,6,0,0,1
31472,60,female,1,platinum,6,0,0,0
31473,41,male,1,platinum,2,0,0,0
31474,63,female,1,base,1,1,0,0
31475,30,unknown,1,platinum,6,0,0,1
31476,59,female,0,platinum,9,0,0,0
31477,32,unknown,1,base,11,1,1,1
31478,23,male,1,gold,11,1,0,0
31479,26,female,0,gold,8,0,1,0
31480,65,female,1,silver,10,1,1,0
31481,17,male,1,gold,5,0,0,1
31482,56,male,1,gold,3,0,1,0
31483,16,female,0,gold,3,1,1,0
31484,59,male,0,silver,6,1,1,0
31485,31,unknown,0,silver,9,1,0,1
31486,38,unknown,1,base,1,0,0,1
31487,35,female,0,base,7,1,0,0
31488,74,female,0,base,5,1,1,1
31489,12,unknown,1,gold,3,1,1,0
31490,20,female,0,platinum,3,0,1,0
31491,31,unknown,0,silver,5,1,1,1
31492,51,female,1,silver,6,1,1,0
31493,15,female,1,silver,9,0,0,0
31494,64,male,0,silver,3,1,1,0
31495,54,male,1,base,11,0,0,1
31496,22,unknown,0,base,3,0,1,1
31497,19,unknown,1,base,7,0,1,0
31498,52,male,0,platinum,5,0,0,1
31499,41,female,1,platinum,6,1,0,1
31500,56,unknown,0,silver,2,0,0,0
31501,62,male,1,gold,2,1,0,0
31502,49,female,0,gold,2,1,0,0
31503,14,unknown,0,gold,4,0,1,1
31504,53,female,0,silver,1,1,1,0
31505,65,male,0,silver,8,0,1,1
31506,23,male,1,platinum,10,1,1,1
31507,74,female,0,silver,1,0,0,1
31508,64,unknown,0,platinum,9,0,0,1
31509,14,female,1,gold,5,0,1,1
31510,34,male,0,platinum,1,0,0,0
31511,66,female,0,gold,11,1,0,0
31512,64,female,0,gold,1,1,1,1
31513,59,unknown,1,base,3,1,0,1
31514,38,female,0,silver,10,0,1,1
31515,46,female,0,gold,10,1,1,1
31516,43,female,1,silver,10,1,1,1
31517,37,unknown,0,silver,11,1,0,1
31518,55,unknown,1,gold,9,0,1,1
31519,66,unknown,0,base,11,0,1,1
31520,53,unknown,0,silver,2,0,0,1
31521,50,unknown,1,gold,8,1,1,1
31522,32,unknown,0,silver,5,1,1,1
31523,30,female,0,silver,8,0,1,1
31524,13,female,0,gold,4,1,0,1
31525,73,unknown,0,platinum,5,1,0,1
31526,14,unknown,0,silver,10,0,1,1
31527,53,female,1,gold,10,1,0,0
31528,65,male,0,base,7,1,0,1
31529,65,male,1,platinum,1,1,1,1
31530,15,female,1,platinum,1,1,0,0
31531,53,female,0,gold,3,1,0,1
31532,63,female,0,gold,10,1,1,1
31533,54,female,1,base,1,0,0,0
31534,25,female,1,base,10,1,1,0
31535,39,female,0,gold,3,0,1,0
31536,61,male,1,gold,2,1,0,0
31537,35,male,1,platinum,9,1,0,1
31538,32,unknown,0,gold,7,1,1,0
31539,59,male,1,silver,11,1,0,1
31540,50,male,0,gold,8,1,0,0
31541,24,female,0,platinum,8,0,0,1
31542,20,male,1,gold,4,0,0,1
31543,13,female,1,silver,4,1,0,1
31544,63,male,0,gold,9,1,1,0
31545,46,unknown,1,silver,3,0,0,0
31546,24,female,1,platinum,9,1,1,0
31547,42,male,0,base,7,1,0,0
31548,37,female,0,base,10,0,0,1
31549,50,male,0,base,4,0,1,1
31550,31,female,1,platinum,7,1,0,1
31551,74,female,0,gold,10,0,0,1
31552,21,unknown,0,base,8,0,1,1
31553,45,unknown,1,platinum,6,1,1,1
31554,48,female,1,silver,11,1,0,0
31555,20,unknown,1,platinum,2,1,0,1
31556,16,female,0,gold,9,0,0,0
31557,49,female,1,base,4,0,1,1
31558,29,female,0,base,3,0,0,1
31559,22,unknown,0,platinum,11,0,0,1
31560,15,male,1,gold,7,1,0,1
31561,71,male,1,platinum,2,0,1,0
31562,31,male,0,silver,6,1,0,0
31563,60,unknown,0,silver,6,1,0,1
31564,40,unknown,1,platinum,3,0,1,1
31565,61,male,1,platinum,9,1,1,1
31566,22,male,1,base,7,1,0,0
31567,13,male,1,base,6,0,1,1
31568,44,unknown,0,base,11,0,1,1
31569,72,male,1,silver,7,1,0,1
31570,45,female,1,platinum,9,0,1,0
31571,70,female,1,silver,3,0,1,1
31572,38,unknown,1,base,5,0,0,1
31573,17,male,1,base,1,0,1,0
31574,62,female,1,silver,7,1,1,1
31575,67,male,0,platinum,9,0,0,1
31576,22,male,1,platinum,4,0,1,1
31577,19,male,0,platinum,2,0,1,0
31578,73,female,1,gold,3,0,1,1
31579,36,female,0,platinum,9,0,1,0
31580,60,unknown,1,base,5,0,1,0
31581,48,unknown,0,platinum,9,0,1,0
31582,46,female,0,base,8,1,1,1
31583,29,unknown,0,silver,1,0,1,1
31584,69,unknown,1,base,10,1,0,0
31585,22,male,1,gold,7,1,0,0
31586,18,unknown,1,gold,11,0,1,1
31587,14,female,1,platinum,1,0,0,1
31588,64,unknown,0,gold,8,1,0,0
31589,19,female,1,platinum,11,1,0,1
31590,70,male,1,gold,8,0,0,0
31591,49,female,0,base,10,0,1,1
31592,51,male,1,base,3,0,0,1
31593,72,unknown,0,base,8,1,0,1
31594,28,male,1,gold,8,0,1,0
31595,64,male,1,platinum,6,1,0,0
31596,39,female,1,gold,3,1,1,1
31597,43,female,0,platinum,1,0,1,0
31598,34,male,1,base,1,0,0,1
31599,17,male,1,gold,5,0,1,0
31600,50,female,0,gold,11,1,0,0
31601,66,female,1,silver,4,1,0,1
31602,17,female,0,platinum,7,1,0,0
31603,16,female,1,gold,7,0,1,0
31604,30,female,1,silver,7,1,0,1
31605,28,female,0,platinum,4,0,0,1
31606,57,unknown,0,gold,1,1,1,0
31607,32,female,1,silver,5,1,1,0
31608,26,male,1,base,8,0,1,1
31609,74,unknown,0,silver,3,0,1,0
31610,25,unknown,1,silver,11,0,1,0
31611,14,unknown,1,platinum,5,1,1,1
31612,48,female,0,gold,11,1,0,1
31613,16,female,0,silver,10,1,0,0
31614,25,unknown,1,base,6,1,0,0
31615,53,female,1,platinum,4,1,1,0
31616,39,male,0,gold,2,0,1,1
31617,18,male,0,platinum,6,1,1,1
31618,34,female,0,gold,1,0,0,0
31619,70,female,0,silver,11,0,0,1
31620,14,unknown,1,silver,7,1,1,1
31621,62,female,0,silver,8,1,1,0
31622,26,female,1,base,1,0,0,0
31623,34,male,1,base,8,0,1,0
31624,38,unknown,1,platinum,7,0,1,0
31625,69,female,0,gold,10,1,1,0
31626,16,male,1,gold,10,0,0,0
31627,66,female,1,base,4,1,1,0
31628,23,female,1,platinum,4,1,0,1
31629,39,unknown,0,platinum,4,0,1,0
31630,59,unknown,0,gold,1,1,1,0
31631,64,male,1,platinum,9,0,0,1
31632,50,unknown,0,gold,11,0,1,0
31633,74,male,1,gold,4,0,1,0
31634,59,unknown,0,silver,11,0,0,0
31635,54,unknown,0,base,9,1,1,0
31636,44,female,1,gold,10,0,0,1
31637,49,unknown,1,silver,11,1,1,1
31638,66,unknown,1,platinum,7,1,1,1
31639,72,unknown,1,gold,2,0,1,0
31640,45,unknown,0,silver,1,1,0,1
31641,28,female,1,base,7,0,1,1
31642,68,male,1,gold,9,0,1,1
31643,70,female,0,base,2,1,1,1
31644,46,male,0,platinum,4,1,0,1
31645,36,female,0,gold,1,1,1,0
31646,51,unknown,0,base,8,1,1,1
31647,64,female,1,silver,6,0,1,0
31648,63,unknown,1,silver,3,1,0,1
31649,38,male,0,silver,10,0,1,1
31650,23,male,1,platinum,6,0,1,0
31651,67,unknown,0,platinum,11,0,1,1
31652,68,male,0,silver,6,1,1,1
31653,25,unknown,0,base,9,1,1,0
31654,67,male,0,silver,3,1,1,1
31655,72,female,0,silver,4,0,1,1
31656,48,male,1,silver,11,0,1,0
31657,30,unknown,1,gold,6,1,1,1
31658,39,unknown,0,silver,9,1,1,1
31659,49,female,0,silver,7,0,0,1
31660,24,female,0,silver,4,0,1,0
31661,17,male,1,platinum,11,0,0,1
31662,12,male,0,platinum,1,0,0,0
31663,63,female,0,base,8,0,1,0
31664,28,unknown,1,platinum,5,0,0,0
31665,47,male,1,silver,6,1,0,1
31666,24,male,0,base,2,1,0,0
31667,56,male,0,silver,8,1,0,1
31668,44,female,1,gold,2,0,0,1
31669,62,male,1,base,11,0,1,0
31670,66,male,1,base,9,0,0,0
31671,48,male,0,platinum,8,0,1,0
31672,45,male,1,gold,8,1,1,1
31673,54,female,0,gold,11,0,0,1
31674,46,male,0,platinum,2,1,1,1
31675,16,unknown,0,base,10,1,1,0
31676,35,unknown,1,silver,3,0,0,1
31677,27,unknown,0,platinum,10,0,1,0
31678,31,female,0,base,6,0,1,0
31679,71,male,0,silver,8,0,0,0
31680,16,male,0,base,7,0,1,1
31681,74,female,0,silver,10,1,1,0
31682,37,unknown,1,silver,11,1,0,1
31683,13,unknown,0,silver,3,1,1,0
31684,45,female,1,gold,11,0,0,1
31685,40,male,0,base,3,0,1,1
31686,16,female,0,gold,8,0,0,0
31687,33,female,1,gold,8,1,1,0
31688,34,unknown,1,gold,8,1,0,1
31689,62,unknown,1,silver,11,0,0,1
31690,63,unknown,1,platinum,2,1,0,1
31691,31,male,1,silver,11,0,0,0
31692,16,unknown,1,platinum,2,1,0,0
31693,21,female,0,gold,2,1,1,1
31694,24,unknown,1,platinum,1,1,0,1
31695,66,female,1,gold,7,1,0,0
31696,46,female,0,gold,2,1,0,1
31697,40,female,0,base,6,0,1,0
31698,65,unknown,1,platinum,1,0,1,0
31699,27,female,1,platinum,11,1,0,0
31700,26,unknown,0,silver,5,1,0,0
31701,38,unknown,1,platinum,10,1,1,1
31702,13,female,1,silver,5,1,0,0
31703,21,unknown,0,silver,2,0,1,0
31704,12,male,0,silver,1,1,0,1
31705,67,female,1,silver,10,1,1,1
31706,63,male,0,gold,7,0,1,0
31707,28,female,1,silver,8,0,0,1
31708,34,unknown,0,silver,6,1,0,0
31709,62,male,1,silver,1,1,1,0
31710,23,unknown,0,base,1,0,1,1
31711,47,female,1,base,8,1,0,0
31712,47,female,1,base,10,1,1,1
31713,50,female,1,platinum,6,1,0,0
31714,32,unknown,0,silver,8,0,1,1
31715,61,male,1,base,6,1,1,0
31716,20,female,1,gold,1,1,1,1
31717,45,female,0,platinum,11,0,1,1
31718,43,female,1,base,11,1,1,1
31719,23,female,1,gold,5,1,1,0
31720,21,unknown,1,platinum,11,0,1,0
31721,41,female,1,platinum,2,0,0,1
31722,48,male,1,platinum,6,1,1,0
31723,37,female,0,base,6,0,1,0
31724,28,male,1,gold,10,1,0,1
31725,45,male,1,silver,4,0,1,0
31726,60,unknown,0,base,1,0,1,0
31727,12,male,1,platinum,3,1,0,0
31728,13,male,0,base,2,1,1,1
31729,55,unknown,0,gold,7,0,0,0
31730,12,female,0,gold,1,1,0,1
31731,13,unknown,0,silver,1,1,0,0
31732,27,female,1,base,1,1,1,1
31733,74,female,1,base,10,0,1,1
31734,74,female,0,silver,10,0,1,1
31735,17,unknown,1,platinum,5,0,0,0
31736,35,female,0,base,10,0,0,1
31737,14,male,1,base,1,0,1,1
31738,34,male,0,gold,9,1,0,0
31739,41,male,1,base,2,0,0,0
31740,73,unknown,1,silver,11,0,1,0
31741,25,female,1,base,5,1,1,1
31742,60,female,1,gold,7,0,1,1
31743,33,female,1,base,9,1,1,1
31744,23,female,1,gold,11,1,1,1
31745,35,unknown,0,silver,11,1,0,0
31746,62,unknown,0,gold,10,0,0,0
31747,25,female,1,gold,9,0,1,1
31748,65,female,0,silver,4,1,0,0
31749,52,female,1,gold,1,0,0,1
31750,48,unknown,0,base,8,0,1,1
31751,54,male,0,silver,10,1,0,1
31752,47,female,0,base,6,0,1,1
31753,69,female,0,base,4,1,0,0
31754,54,female,0,platinum,5,0,1,0
31755,57,male,1,platinum,6,1,0,0
31756,64,unknown,0,silver,5,0,0,0
31757,65,female,0,platinum,11,1,1,1
31758,12,male,0,gold,2,0,0,1
31759,47,unknown,0,gold,10,0,0,0
31760,53,female,1,base,6,1,1,1
31761,61,male,1,platinum,3,0,0,0
31762,21,unknown,1,silver,1,0,0,0
31763,61,unknown,0,silver,3,1,1,0
31764,70,unknown,1,platinum,10,1,0,1
31765,50,male,0,gold,4,0,1,1
31766,35,unknown,0,gold,5,1,1,1
31767,26,male,0,platinum,4,1,1,1
31768,17,unknown,0,gold,1,0,0,0
31769,15,female,0,silver,4,0,0,0
31770,73,unknown,1,gold,5,1,0,0
31771,34,male,1,gold,10,0,0,1
31772,63,female,0,silver,3,1,0,1
31773,65,unknown,1,base,4,1,1,0
31774,23,male,0,base,1,1,1,1
31775,31,male,1,gold,9,1,1,0
31776,44,female,1,platinum,5,0,0,0
31777,31,female,1,platinum,9,0,1,0
31778,44,female,1,base,4,0,1,0
31779,25,unknown,1,gold,7,1,0,1
31780,70,male,1,base,9,1,0,0
31781,43,male,1,platinum,7,1,0,1
31782,26,unknown,0,base,8,0,1,0
31783,36,female,0,silver,2,1,0,0
31784,42,female,0,platinum,3,1,0,1
31785,70,female,1,base,10,0,0,0
31786,41,unknown,1,platinum,3,1,1,1
31787,13,unknown,1,base,9,1,1,1
31788,41,unknown,1,platinum,10,1,1,0
31789,40,female,0,gold,1,1,0,1
31790,59,male,0,gold,4,1,0,1
31791,27,unknown,1,silver,6,1,0,1
31792,18,unknown,1,gold,1,1,1,1
31793,50,male,0,gold,6,1,0,0
31794,37,female,1,base,4,0,1,0
31795,12,male,0,gold,5,0,1,1
31796,23,male,1,base,1,0,0,1
31797,51,unknown,0,gold,3,0,0,1
31798,66,unknown,1,gold,1,1,0,1
31799,65,female,1,base,6,0,0,0
31800,28,unknown,1,silver,1,0,0,0
31801,13,unknown,0,gold,11,0,0,0
31802,52,male,1,base,5,0,0,0
31803,26,male,0,base,10,0,0,1
31804,62,male,0,platinum,3,1,1,0
31805,23,female,0,platinum,6,1,1,0
31806,67,unknown,1,platinum,7,1,1,1
31807,70,female,0,platinum,4,0,1,1
31808,54,unknown,1,gold,2,1,0,0
31809,47,male,0,base,2,0,1,0
31810,34,male,1,base,10,1,1,0
31811,23,unknown,0,base,2,1,0,0
31812,63,female,1,base,8,1,0,0
31813,29,unknown,0,silver,8,0,0,1
31814,24,unknown,0,gold,7,0,0,1
31815,39,female,1,silver,1,1,1,1
31816,73,male,0,platinum,1,0,1,0
31817,16,unknown,0,silver,6,0,1,0
31818,52,female,0,base,1,0,0,1
31819,17,female,1,silver,5,0,1,1
31820,29,unknown,1,platinum,6,1,0,1
31821,41,male,1,gold,6,0,1,0
31822,38,unknown,0,platinum,11,0,1,1
31823,59,male,1,platinum,9,0,1,0
31824,17,male,0,base,8,1,1,1
31825,18,unknown,1,silver,9,0,0,0
31826,69,male,0,gold,6,1,0,1
31827,23,unknown,0,base,5,0,1,1
31828,45,unknown,0,base,3,1,0,1
31829,69,male,0,platinum,2,1,1,1
31830,26,female,0,gold,4,0,0,0
31831,16,female,0,gold,8,0,0,0
31832,44,female,1,silver,3,1,0,1
31833,27,female,0,silver,8,0,1,0
31834,15,male,1,base,4,1,1,1
31835,36,male,1,gold,11,0,0,1
31836,47,unknown,0,platinum,10,0,1,0
31837,19,male,1,gold,9,0,1,1
31838,73,male,0,platinum,2,1,0,1
31839,25,unknown,1,gold,9,1,1,1
31840,60,female,0,base,1,1,1,0
31841,20,female,0,base,6,0,1,0
31842,21,unknown,1,base,10,1,1,0
31843,50,female,0,gold,1,0,0,1
31844,63,unknown,0,platinum,10,1,0,0
31845,66,male,0,platinum,7,1,1,0
31846,36,female,1,silver,5,0,1,1
31847,56,female,1,platinum,8,1,1,1
31848,61,male,0,silver,4,0,0,0
31849,66,female,0,platinum,10,1,0,0
31850,74,unknown,1,platinum,1,0,0,1
31851,37,female,1,base,8,0,0,1
31852,42,male,0,platinum,1,1,1,1
31853,66,male,0,silver,5,0,0,0
31854,34,female,0,base,2,0,1,1
31855,50,male,0,platinum,2,0,1,1
31856,68,unknown,1,platinum,6,1,1,0
31857,68,unknown,1,gold,1,1,1,0
31858,18,unknown,1,platinum,3,0,1,1
31859,61,female,1,base,10,1,0,1
31860,36,unknown,0,platinum,7,1,1,1
31861,51,female,0,gold,1,1,0,1
31862,35,male,1,silver,1,0,1,0
31863,45,male,1,gold,5,0,0,1
31864,42,unknown,0,base,4,1,0,0
31865,69,unknown,1,base,5,0,0,1
31866,36,unknown,1,platinum,3,1,0,1
31867,21,unknown,1,base,11,0,0,1
31868,63,unknown,1,base,5,0,0,1
31869,35,unknown,1,silver,1,0,0,1
31870,56,female,0,silver,6,1,1,1
31871,32,female,1,gold,11,1,0,1
31872,31,unknown,1,silver,1,0,0,0
31873,50,female,0,platinum,6,0,1,0
31874,28,female,0,silver,4,1,0,0
31875,56,female,1,gold,4,1,1,1
31876,47,female,1,silver,6,0,1,1
31877,73,male,0,platinum,1,0,0,1
31878,60,female,0,gold,10,1,0,0
31879,36,female,1,silver,9,1,1,1
31880,35,male,1,base,3,1,0,1
31881,29,female,1,base,2,0,0,1
31882,29,female,0,silver,4,1,0,0
31883,23,male,0,silver,2,1,0,1
31884,13,male,0,silver,7,0,1,1
31885,70,female,1,silver,1,0,1,0
31886,18,female,0,gold,9,0,0,1
31887,49,female,1,platinum,3,0,0,1
31888,38,unknown,1,platinum,2,0,0,0
31889,72,male,0,gold,7,0,1,1
31890,47,female,0,base,5,0,1,1
31891,41,male,1,platinum,8,1,0,1
31892,48,female,0,gold,2,0,1,0
31893,49,female,0,platinum,6,1,1,1
31894,32,male,0,platinum,10,0,0,1
31895,69,male,0,base,4,1,1,1
31896,24,unknown,1,base,11,1,0,0
31897,30,female,0,base,9,1,1,1
31898,30,unknown,1,base,2,0,1,0
31899,39,unknown,1,platinum,8,1,1,1
31900,38,female,0,platinum,1,1,0,1
31901,23,unknown,0,base,2,1,0,0
31902,26,female,0,gold,10,1,0,1
31903,41,male,0,gold,5,0,1,1
31904,38,male,0,platinum,5,0,0,1
31905,67,female,1,platinum,4,1,0,1
31906,51,unknown,1,silver,2,1,1,0
31907,41,male,0,silver,10,0,0,1
31908,13,male,1,gold,11,0,0,1
31909,58,female,0,base,8,0,1,0
31910,69,female,1,silver,4,1,0,0
31911,33,female,1,gold,10,1,1,0
31912,35,male,1,gold,1,1,0,1
31913,67,male,0,silver,9,0,1,0
31914,43,female,0,base,1,1,1,0
31915,58,male,0,platinum,9,1,1,1
31916,47,male,0,silver,8,1,0,0
31917,56,male,1,gold,9,1,1,1
31918,22,female,1,silver,10,0,1,1
31919,39,male,0,silver,10,1,1,0
31920,58,male,1,silver,7,0,1,1
31921,45,female,0,silver,5,0,1,0
31922,17,male,0,silver,9,1,0,1
31923,65,female,0,silver,9,0,1,1
31924,18,unknown,1,base,11,0,1,0
31925,23,female,0,platinum,2,0,0,0
31926,18,male,0,base,7,0,1,1
31927,64,female,0,platinum,1,0,0,0
31928,12,female,1,silver,8,0,0,0
31929,39,female,1,platinum,7,1,0,0
31930,24,female,0,silver,4,0,1,1
31931,18,female,0,platinum,6,0,0,1
31932,63,female,0,base,2,0,1,1
31933,56,unknown,0,base,10,1,1,0
31934,65,male,0,platinum,6,1,0,0
31935,20,unknown,0,platinum,2,0,1,0
31936,44,male,0,gold,5,0,0,0
31937,15,female,1,platinum,2,0,0,1
31938,74,female,1,platinum,10,1,0,1
31939,49,female,0,platinum,5,0,0,0
31940,29,unknown,1,gold,7,1,1,0
31941,14,unknown,0,base,3,0,0,1
31942,28,female,1,silver,2,1,0,1
31943,41,female,1,platinum,2,1,0,0
31944,73,male,0,gold,4,1,0,1
31945,14,male,1,platinum,11,1,0,0
31946,53,male,0,silver,11,1,1,1
31947,26,unknown,0,gold,3,1,0,0
31948,20,male,1,platinum,1,0,0,1
31949,43,male,0,silver,8,1,1,1
31950,17,female,1,base,11,1,1,1
31951,31,unknown,0,gold,2,0,1,1
31952,22,unknown,0,gold,6,1,0,0
31953,55,male,1,base,2,1,1,1
31954,43,female,1,base,2,1,0,1
31955,52,male,1,gold,7,1,0,1
31956,26,male,0,base,7,0,1,1
31957,19,female,1,gold,7,0,0,0
31958,73,unknown,1,gold,7,1,0,1
31959,65,female,1,platinum,1,0,1,1
31960,46,female,0,silver,5,1,1,0
31961,19,unknown,0,base,3,0,0,1
31962,63,unknown,1,platinum,9,1,0,0
31963,42,unknown,0,gold,10,0,1,1
31964,73,female,1,gold,8,0,0,1
31965,26,male,1,silver,1,0,1,1
31966,26,female,0,platinum,7,0,0,0
31967,36,unknown,1,base,4,0,0,1
31968,64,female,0,gold,8,1,0,0
31969,35,male,0,silver,11,0,0,0
31970,71,female,0,silver,5,0,1,0
31971,49,female,0,platinum,10,0,1,1
31972,51,male,0,silver,10,1,1,0
31973,72,female,0,platinum,10,0,0,0
31974,14,female,1,base,9,1,0,0
31975,12,male,0,gold,9,1,0,1
31976,54,female,1,base,7,1,1,1
31977,34,female,0,platinum,6,1,1,0
31978,70,male,0,base,9,0,1,1
31979,28,unknown,0,gold,7,0,1,1
31980,24,unknown,1,base,3,1,0,0
31981,13,male,0,gold,6,1,0,0
31982,13,male,0,platinum,11,0,1,0
31983,15,unknown,0,base,3,1,0,1
31984,25,male,1,base,3,0,0,1
31985,26,male,0,base,1,0,1,1
31986,25,unknown,0,gold,11,0,0,1
31987,25,male,1,silver,3,1,1,1
31988,40,female,1,gold,5,1,0,0
31989,22,male,1,platinum,10,0,1,1
31990,61,unknown,0,platinum,8,1,1,0
31991,56,unknown,1,platinum,4,0,1,0
31992,34,male,1,base,9,0,1,0
31993,56,female,0,silver,3,1,0,0
31994,56,male,0,gold,11,1,1,0
31995,39,unknown,1,gold,1,0,0,1
31996,35,unknown,0,gold,9,0,0,1
31997,22,unknown,1,silver,10,1,0,0
31998,74,female,1,base,3,0,0,0
31999,73,unknown,1,gold,10,0,1,1
32000,37,male,1,silver,2,1,0,0
32001,36,unknown,0,platinum,6,0,0,1
32002,71,male,1,silver,7,0,0,1
32003,53,unknown,1,base,6,0,0,1
32004,16,female,1,platinum,10,1,0,0
32005,68,male,1,silver,3,0,0,1
32006,27,female,1,base,3,1,1,0
32007,16,unknown,0,platinum,7,0,0,0
32008,73,unknown,1,silver,4,0,1,1
32009,63,female,1,gold,10,0,1,0
32010,19,male,1,platinum,4,1,1,0
32011,24,unknown,0,base,10,0,1,1
32012,29,unknown,1,gold,9,1,0,0
32013,42,female,1,silver,6,1,0,1
32014,60,female,1,platinum,4,1,0,1
32015,18,female,1,silver,3,0,1,1
32016,38,male,0,platinum,9,1,1,1
32017,23,female,1,silver,2,0,1,1
32018,49,unknown,0,base,5,0,1,1
32019,51,female,1,platinum,11,0,0,0
32020,32,male,1,gold,6,0,0,0
32021,29,unknown,0,platinum,10,1,1,0
32022,18,male,1,silver,11,0,1,1
32023,41,female,1,silver,10,1,0,1
32024,50,unknown,0,base,9,1,1,1
32025,20,female,0,gold,11,0,1,0
32026,66,unknown,1,gold,10,0,1,0
32027,14,male,0,silver,5,1,0,0
32028,68,male,0,base,7,0,0,0
32029,55,male,0,silver,10,0,0,0
32030,41,unknown,1,silver,10,0,0,0
32031,22,female,1,base,11,0,0,1
32032,23,male,1,platinum,1,0,0,1
32033,23,female,0,silver,7,0,0,0
32034,16,female,0,platinum,4,1,1,1
32035,32,male,0,gold,6,1,1,1
32036,68,female,0,base,7,0,1,1
32037,49,female,0,base,4,0,1,1
32038,19,male,1,gold,2,1,0,0
32039,27,female,0,silver,11,0,0,1
32040,22,male,0,gold,1,0,0,1
32041,49,female,1,silver,8,0,1,0
32042,21,female,0,gold,8,1,1,1
32043,48,unknown,1,silver,10,0,1,1
32044,74,female,0,gold,5,1,0,1
32045,55,male,1,platinum,1,0,1,0
32046,13,male,1,platinum,9,0,0,0
32047,34,male,0,gold,1,1,0,1
32048,17,female,1,platinum,8,1,1,0
32049,51,male,0,silver,5,1,0,1
32050,61,unknown,1,gold,5,0,0,0
32051,68,male,0,base,10,0,0,1
32052,70,male,0,platinum,5,0,1,1
32053,66,male,1,platinum,6,0,1,1
32054,74,female,1,base,4,1,1,1
32055,41,male,1,platinum,11,1,0,1
32056,17,male,1,platinum,3,0,1,0
32057,70,male,0,platinum,8,1,1,1
32058,40,male,1,platinum,3,0,0,1
32059,70,unknown,1,gold,4,1,0,0
32060,55,male,0,platinum,4,1,1,1
32061,62,unknown,0,base,5,1,0,0
32062,32,unknown,0,gold,7,1,0,1
32063,37,unknown,1,platinum,6,0,1,1
32064,66,male,0,gold,5,0,1,1
32065,63,male,0,silver,4,0,0,1
32066,51,unknown,1,base,2,1,1,1
32067,43,male,0,platinum,5,1,0,0
